match_id,team,opponent,minute,result,xG,player,h_a,h_goals,a_goals,shotType,situation,current_home_goals,current_away_goals,home_game_state,away_game_state
28781,West Ham,Sunderland,95,BlockedShot,0.0328790582716465,Jarrod Bowen,a,3,0,LeftFoot,SetPiece,3,0,3,-3
28782,Tottenham,Burnley,0,SavedShot,0.0927752777934074,Lucas Bergvall,h,3,0,RightFoot,OpenPlay,0,0,0,0
28782,Tottenham,Burnley,0,MissedShots,0.0361608490347862,Brennan Johnson,h,3,0,RightFoot,FromCorner,0,0,0,0
28782,Tottenham,Burnley,9,Goal,0.0744324624538421,Richarlison,h,3,0,RightFoot,OpenPlay,0,0,0,0
28782,Tottenham,Burnley,11,MissedShots,0.088717333972454,Richarlison,h,3,0,Head,OpenPlay,1,0,1,-1
28782,Tottenham,Burnley,39,MissedShots,0.0326015129685401,Djed Spence,h,3,0,RightFoot,OpenPlay,1,0,1,-1
28782,Tottenham,Burnley,48,MissedShots,0.1455372422933578,Micky van de Ven,h,3,0,Head,FromCorner,1,0,1,-1
28782,Tottenham,Burnley,51,BlockedShot,0.0887629389762878,Richarlison,h,3,0,RightFoot,OpenPlay,1,0,1,-1
28782,Tottenham,Burnley,51,SavedShot,0.4998835921287536,Richarlison,h,3,0,LeftFoot,OpenPlay,1,0,1,-1
28782,Tottenham,Burnley,51,MissedShots,0.0294064283370971,Mohammed Kudus,h,3,0,LeftFoot,OpenPlay,1,0,1,-1
28782,Tottenham,Burnley,59,Goal,0.0935544967651367,Richarlison,h,3,0,RightFoot,OpenPlay,1,0,1,-1
28782,Tottenham,Burnley,63,MissedShots,0.0259291268885135,Pedro Porro,h,3,0,RightFoot,OpenPlay,2,0,2,-2
28782,Tottenham,Burnley,65,Goal,0.5134420394897461,Brennan Johnson,h,3,0,RightFoot,OpenPlay,2,0,2,-2
28782,Tottenham,Burnley,69,MissedShots,0.1342775076627731,Micky van de Ven,h,3,0,Head,FromCorner,3,0,3,-3
28782,Tottenham,Burnley,74,MissedShots,0.0927202329039573,Dominic Solanke,h,3,0,LeftFoot,OpenPlay,3,0,3,-3
28782,Tottenham,Burnley,83,SavedShot,0.0640760883688926,Djed Spence,h,3,0,RightFoot,OpenPlay,3,0,3,-3
28782,Tottenham,Burnley,84,MissedShots,0.0266797058284282,Mohammed Kudus,h,3,0,LeftFoot,FromCorner,3,0,3,-3
28782,Burnley,Tottenham,13,MissedShots,0.0279384776949882,Jaidon Anthony,a,3,0,Head,SetPiece,1,0,1,-1
28782,Burnley,Tottenham,14,MissedShots,0.016889376565814,Oliver Sonne,a,3,0,LeftFoot,FromCorner,1,0,1,-1
28782,Burnley,Tottenham,22,SavedShot,0.0193497706204652,Josh Laurent,a,3,0,RightFoot,OpenPlay,1,0,1,-1
28782,Burnley,Tottenham,23,MissedShots,0.0138208549469709,Kyle Walker,a,3,0,RightFoot,OpenPlay,1,0,1,-1
28782,Burnley,Tottenham,23,BlockedShot,0.0246792007237672,Jaidon Anthony,a,3,0,RightFoot,OpenPlay,1,0,1,-1
28782,Burnley,Tottenham,26,BlockedShot,0.1391079574823379,Lyle Foster,a,3,0,RightFoot,OpenPlay,1,0,1,-1
28782,Burnley,Tottenham,28,SavedShot,0.045311152935028,Maxime Estève,a,3,0,OtherBodyPart,FromCorner,1,0,1,-1
28782,Burnley,Tottenham,29,MissedShots,0.037511620670557,Josh Laurent,a,3,0,RightFoot,OpenPlay,1,0,1,-1
28782,Burnley,Tottenham,31,MissedShots,0.0406368002295494,Hannibal Mejbri,a,3,0,RightFoot,DirectFreekick,1,0,1,-1
28782,Burnley,Tottenham,42,SavedShot,0.0269181225448846,Josh Laurent,a,3,0,RightFoot,OpenPlay,1,0,1,-1
28782,Burnley,Tottenham,57,MissedShots,0.1226560547947883,Lyle Foster,a,3,0,LeftFoot,OpenPlay,1,0,1,-1
28782,Burnley,Tottenham,57,SavedShot,0.1289860755205154,Jaidon Anthony,a,3,0,RightFoot,OpenPlay,1,0,1,-1
28782,Burnley,Tottenham,67,MissedShots,0.074710913002491,Chimuanya Ugochukwu,a,3,0,RightFoot,OpenPlay,3,0,3,-3
28782,Burnley,Tottenham,72,BlockedShot,0.0314428359270095,Jaidon Anthony,a,3,0,RightFoot,FromCorner,3,0,3,-3
28783,Wolverhampton Wanderers,Manchester City,25,BlockedShot,0.0795453637838363,Jørgen Strand Larsen,h,0,4,RightFoot,OpenPlay,0,0,0,0
28783,Wolverhampton Wanderers,Manchester City,28,MissedShots,0.0335151068866252,Jean-Ricner Bellegarde,h,0,4,RightFoot,OpenPlay,0,0,0,0
28783,Wolverhampton Wanderers,Manchester City,45,MissedShots,0.0717895328998565,Jørgen Strand Larsen,h,0,4,LeftFoot,OpenPlay,0,2,-2,2
28783,Wolverhampton Wanderers,Manchester City,57,SavedShot,0.1076766103506088,Jørgen Strand Larsen,h,0,4,RightFoot,SetPiece,0,2,-2,2
28783,Wolverhampton Wanderers,Manchester City,73,BlockedShot,0.0503211133182048,Marshall Munetsi,h,0,4,RightFoot,OpenPlay,0,3,-3,3
28783,Wolverhampton Wanderers,Manchester City,74,SavedShot,0.0584930256009101,Jørgen Strand Larsen,h,0,4,RightFoot,OpenPlay,0,3,-3,3
28783,Wolverhampton Wanderers,Manchester City,76,MissedShots,0.0116440681740641,Emmanuel Agbadou,h,0,4,RightFoot,OpenPlay,0,3,-3,3
28783,Wolverhampton Wanderers,Manchester City,86,BlockedShot,0.0520901195704937,Fernando López,h,0,4,LeftFoot,OpenPlay,0,4,-4,4
28783,Wolverhampton Wanderers,Manchester City,92,SavedShot,0.0543614216148853,Fernando López,h,0,4,LeftFoot,OpenPlay,0,4,-4,4
28783,Manchester City,Wolverhampton Wanderers,17,MissedShots,0.2403138428926468,Erling Haaland,a,0,4,Head,FromCorner,0,0,0,0
28783,Manchester City,Wolverhampton Wanderers,18,MissedShots,0.5462837815284729,Erling Haaland,a,0,4,Head,OpenPlay,0,0,0,0
28783,Manchester City,Wolverhampton Wanderers,32,BlockedShot,0.0687109157443046,Nico González,a,0,4,RightFoot,OpenPlay,0,0,0,0
28783,Manchester City,Wolverhampton Wanderers,32,BlockedShot,0.0188753623515367,Rayan Ait Nouri,a,0,4,RightFoot,OpenPlay,0,0,0,0
28783,Manchester City,Wolverhampton Wanderers,33,BlockedShot,0.017422990873456,Nico González,a,0,4,RightFoot,OpenPlay,0,1,-1,1
28783,Manchester City,Wolverhampton Wanderers,33,Goal,0.7589436173439026,Erling Haaland,a,0,4,LeftFoot,OpenPlay,0,0,0,0
28783,Manchester City,Wolverhampton Wanderers,36,Goal,0.0884182900190353,Tijjani Reijnders,a,0,4,LeftFoot,OpenPlay,0,1,-1,1
28783,Manchester City,Wolverhampton Wanderers,42,MissedShots,0.1174566373229026,Erling Haaland,a,0,4,Head,FromCorner,0,2,-2,2
28783,Manchester City,Wolverhampton Wanderers,48,MissedShots,0.036653134971857,Erling Haaland,a,0,4,Head,FromCorner,0,2,-2,2
28783,Manchester City,Wolverhampton Wanderers,51,MissedShots,0.0386582538485527,Rayan Ait Nouri,a,0,4,LeftFoot,OpenPlay,0,2,-2,2
28783,Manchester City,Wolverhampton Wanderers,60,Goal,0.0893472582101821,Erling Haaland,a,0,4,LeftFoot,OpenPlay,0,2,-2,2
28783,Manchester City,Wolverhampton Wanderers,80,Goal,0.0537016317248344,Mathis Cherki,a,0,4,RightFoot,OpenPlay,0,3,-3,3
28783,Manchester City,Wolverhampton Wanderers,86,MissedShots,0.0380213372409343,Tijjani Reijnders,a,0,4,RightFoot,OpenPlay,0,4,-4,4
28783,Manchester City,Wolverhampton Wanderers,91,BlockedShot,0.1576274335384369,Omar Marmoush,a,0,4,RightFoot,DirectFreekick,0,4,-4,4
28783,Manchester City,Wolverhampton Wanderers,91,MissedShots,0.0354858264327049,Tijjani Reijnders,a,0,4,RightFoot,SetPiece,0,4,-4,4
28784,Chelsea,Crystal Palace,2,BlockedShot,0.0239996127784252,Marc Cucurella,h,0,0,Head,FromCorner,0,0,0,0
28784,Chelsea,Crystal Palace,20,MissedShots,0.0206609163433313,Cole Palmer,h,0,0,LeftFoot,OpenPlay,0,0,0,0
28784,Chelsea,Crystal Palace,22,BlockedShot,0.0189886204898357,Pedro Neto,h,0,0,LeftFoot,OpenPlay,0,0,0,0
28784,Chelsea,Crystal Palace,22,BlockedShot,0.0814447179436683,Josh Acheampong,h,0,0,Head,FromCorner,0,0,0,0
28784,Chelsea,Crystal Palace,25,BlockedShot,0.0225757453590631,Jamie Bynoe-Gittens,h,0,0,LeftFoot,FromCorner,0,0,0,0
28784,Chelsea,Crystal Palace,29,BlockedShot,0.1087790504097938,João Pedro,h,0,0,LeftFoot,OpenPlay,0,0,0,0
28784,Chelsea,Crystal Palace,29,BlockedShot,0.0389928631484508,Moisés Caicedo,h,0,0,RightFoot,OpenPlay,0,0,0,0
28784,Chelsea,Crystal Palace,29,BlockedShot,0.0200033355504274,Jamie Bynoe-Gittens,h,0,0,RightFoot,FromCorner,0,0,0,0
28784,Chelsea,Crystal Palace,29,MissedShots,0.1311507821083068,Trevoh Chalobah,h,0,0,RightFoot,FromCorner,0,0,0,0
28784,Chelsea,Crystal Palace,46,BlockedShot,0.0560662262141704,Cole Palmer,h,0,0,LeftFoot,OpenPlay,0,0,0,0
28784,Chelsea,Crystal Palace,46,MissedShots,0.031940683722496,Marc Cucurella,h,0,0,LeftFoot,OpenPlay,0,0,0,0
28784,Chelsea,Crystal Palace,58,BlockedShot,0.0517423078417778,Cole Palmer,h,0,0,LeftFoot,DirectFreekick,0,0,0,0
28784,Chelsea,Crystal Palace,61,MissedShots,0.0911332666873931,João Pedro,h,0,0,Head,FromCorner,0,0,0,0
28784,Chelsea,Crystal Palace,63,BlockedShot,0.0950454175472259,Cole Palmer,h,0,0,RightFoot,OpenPlay,0,0,0,0
